"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Fam19a1",0,1.20977515611927,0.765,0.141,0,"0","Fam19a1"
"Nwd2",0,0.963363379657219,0.677,0.184,0,"0","Nwd2"
"Lingo2",0,0.946489768591743,0.927,0.401,0,"0","Lingo2"
"Rgs6",0,0.856160920328517,0.677,0.22,0,"0","Rgs6"
"Kcnip4",0,0.851946108577543,0.963,0.558,0,"0","Kcnip4"
"Slit3",0,0.785019288361489,0.888,0.403,0,"0","Slit3"
"Nptxr",0,0.785004781322859,0.761,0.283,0,"0","Nptxr"
"Camk2a",0,0.771702205524551,0.973,0.651,0,"0","Camk2a"
"Camk2d",0,0.767398268849526,0.829,0.381,0,"0","Camk2d"
"Chrm3",0,0.758363598446879,0.678,0.285,0,"0","Chrm3"
"Schip1",0,0.749907714971906,0.904,0.47,0,"0","Schip1"
"A830036E02Rik",0,0.746890909239685,0.717,0.273,0,"0","A830036E02Rik"
"Slc30a3",0,0.744242559857498,0.644,0.191,0,"0","Slc30a3"
"BC030499",0,0.742998790169969,0.566,0.152,0,"0","BC030499"
"2900055J20Rik",0,0.742494462149204,0.86,0.488,0,"0","2900055J20Rik"
"Sorbs2",0,0.739856794839771,0.963,0.644,0,"0","Sorbs2"
"Cacng3",0,0.737466248637756,0.801,0.381,0,"0","Cacng3"
"Car10",0,0.712991958316314,0.844,0.364,0,"0","Car10"
"Cntnap5a",0,0.698513204562322,0.675,0.265,0,"0","Cntnap5a"
"Rad51ap2",0,0.658061037922575,0.528,0.153,0,"0","Rad51ap2"
"Cpne6",0,0.65647174368155,0.641,0.226,0,"0","Cpne6"
"Epha10",0,0.654272869204217,0.628,0.269,0,"0","Epha10"
"Epha6",0,0.652530052713255,0.622,0.302,0,"0","Epha6"
"Cacna2d1",0,0.639662158474166,0.949,0.583,0,"0","Cacna2d1"
"Rgs7",0,0.636516144675342,0.846,0.459,0,"0","Rgs7"
"Lrfn5",0,0.633911443123036,0.909,0.552,0,"0","Lrfn5"
"Kcnj6",0,0.632675568879586,0.767,0.325,0,"0","Kcnj6"
"Csmd1",0,0.628139419912649,0.98,0.684,0,"0","Csmd1"
"Car4",0,0.625473605128488,0.467,0.099,0,"0","Car4"
"Ak5",0,0.621345178630777,0.734,0.316,0,"0","Ak5"
"Lamp5",0,0.619208288863177,0.578,0.233,0,"0","Lamp5"
"Dlgap2",0,0.617158267671902,0.944,0.603,0,"0","Dlgap2"
"Dab1",0,0.60328282430993,0.831,0.45,0,"0","Dab1"
"Trpc6",0,0.593379132745778,0.278,0.062,0,"0","Trpc6"
"Lrrtm4",0,0.591180351673031,0.68,0.305,0,"0","Lrrtm4"
"Unc5d",0,0.585601409273064,0.634,0.231,0,"0","Unc5d"
"Rasgrf2",0,0.580143661085534,0.478,0.128,0,"0","Rasgrf2"
"Ppm1e",0,0.580104616526335,0.845,0.419,0,"0","Ppm1e"
"Kcnk9",0,0.572335268291909,0.625,0.237,0,"0","Kcnk9"
"Grasp",0,0.570243793371348,0.551,0.222,0,"0","Grasp"
"Ptprd",0,0.568023085714999,0.996,0.834,0,"0","Ptprd"
"Cdk14",0,0.561706151748267,0.725,0.308,0,"0","Cdk14"
"Erc2",0,0.560319831728876,0.917,0.574,0,"0","Erc2"
"Epha5",0,0.55845156205029,0.946,0.664,0,"0","Epha5"
"Rasl10a",0,0.558091525794286,0.408,0.095,0,"0","Rasl10a"
"Gabra2",0,0.556264148381772,0.726,0.363,0,"0","Gabra2"
"Mef2c",0,0.555860214918157,0.965,0.663,0,"0","Mef2c"
"Miat",0,0.555441383266226,0.871,0.454,0,"0","Miat"
"Dlgap1",0,0.55308253855216,0.989,0.728,0,"0","Dlgap1"
"Pea15a",0,0.553013938653224,0.732,0.348,0,"0","Pea15a"
"Enc1",0,0.552606848589167,0.626,0.261,0,"0","Enc1"
"Sphkap",0,0.549228570536959,0.609,0.215,0,"0","Sphkap"
"Syt17",0,0.548469141180658,0.392,0.072,0,"0","Syt17"
"Cux2",0,0.540617187974779,0.441,0.116,0,"0","Cux2"
"Prkg1",0,0.535545433509002,0.59,0.222,0,"0","Prkg1"
"Itpka",0,0.533308706493709,0.605,0.251,0,"0","Itpka"
"Sv2b",0,0.531363825868734,0.861,0.437,0,"0","Sv2b"
"Pdzrn3",0,0.526675529884195,0.419,0.094,0,"0","Pdzrn3"
"Nell2",0,0.524583239775955,0.876,0.521,0,"0","Nell2"
"Arhgap32",0,0.523516368756365,0.853,0.494,0,"0","Arhgap32"
"Celf2",0,0.519962455496027,0.997,0.78,0,"0","Celf2"
"Opcml",0,0.516422782516633,0.953,0.694,0,"0","Opcml"
"Gria3",0,0.515311762223042,0.882,0.552,0,"0","Gria3"
"Ndst4",0,0.515222249837853,0.155,0.023,0,"0","Ndst4"
"Plk5",0,0.513207489321597,0.277,0.059,0,"0","Plk5"
"Sept11",0,0.512948337894713,0.82,0.456,0,"0","Sept11"
"Prkca",0,0.510433014814615,0.79,0.416,0,"0","Prkca"
"Faah",0,0.509463182039261,0.698,0.31,0,"0","Faah"
"9530059O14Rik",0,0.506462027571072,0.926,0.568,0,"0","9530059O14Rik"
"Pam",0,0.503490597782609,0.822,0.49,0,"0","Pam"
"Arl15",0,0.50106783108187,0.76,0.409,0,"0","Arl15"
"Mlip",0,0.492882291595299,0.431,0.13,0,"0","Mlip"
"Epha3",0,0.492881365326505,0.391,0.131,0,"0","Epha3"
"Arpp21",0,0.490075248013331,0.99,0.673,0,"0","Arpp21"
"Slc17a7",0,0.489980627431691,0.857,0.385,0,"0","Slc17a7"
"2010300C02Rik",0,0.489662531972352,0.71,0.331,0,"0","2010300C02Rik"
"Grin2a",0,0.488571320454837,0.955,0.613,0,"0","Grin2a"
"Ppfia2",0,0.488019846768247,0.619,0.278,0,"0","Ppfia2"
"Cnksr2",0,0.482001351490506,0.868,0.517,0,"0","Cnksr2"
"Iqcj",0,0.481723925868368,0.376,0.093,0,"0","Iqcj"
"Gda",0,0.479722889838742,0.725,0.379,0,"0","Gda"
"Kcnv1",0,0.479592336834403,0.515,0.201,0,"0","Kcnv1"
"Rasal2",0,0.478175288330179,0.86,0.561,0,"0","Rasal2"
"Atp2b4",0,0.478156183950595,0.688,0.321,0,"0","Atp2b4"
"Ryr2",0,0.477055684427916,0.88,0.546,0,"0","Ryr2"
"Brinp1",0,0.472196362945666,0.893,0.57,0,"0","Brinp1"
"Trank1",0,0.469876702691872,0.928,0.589,0,"0","Trank1"
"Fbxw7",0,0.469307868819261,0.76,0.415,0,"0","Fbxw7"
"Dbn1",0,0.469235974234612,0.83,0.482,0,"0","Dbn1"
"AC129186.1",0,0.466619928902991,0.396,0.123,0,"0","AC129186.1"
"Synpo",0,0.465803653143503,0.471,0.197,0,"0","Synpo"
"Fstl4",0,0.463577000025635,0.536,0.216,0,"0","Fstl4"
"Kalrn",0,0.463303551092479,0.968,0.637,0,"0","Kalrn"
"Phka2",0,0.46299379518282,0.744,0.384,0,"0","Phka2"
"R3hdm1",0,0.459274320069719,0.98,0.759,0,"0","R3hdm1"
"Kcnma1",0,0.457610900705675,0.907,0.592,0,"0","Kcnma1"
"Nrn1",0,0.456740725631813,0.599,0.252,0,"0","Nrn1"
"Igfn1",0,0.456124171070129,0.233,0.019,0,"0","Igfn1"
"Rnf165",0,0.454216252492578,0.539,0.232,0,"0","Rnf165"
"Kitl",0,0.45378545498579,0.365,0.1,0,"0","Kitl"
"Ctxn1",0,0.451494291379159,0.794,0.44,0,"0","Ctxn1"
"Cckbr",0,0.451079757033052,0.488,0.194,0,"0","Cckbr"
"Unc13b",0,0.45082575009671,0.517,0.209,0,"0","Unc13b"
"Camk2n1",0,0.450780793405273,0.905,0.615,0,"0","Camk2n1"
"Plk2",0,0.450618544468828,0.75,0.428,0,"0","Plk2"
"Ppp1r1a",0,0.448314077475118,0.555,0.248,0,"0","Ppp1r1a"
"Lmo7",0,0.446967415617628,0.626,0.283,0,"0","Lmo7"
"Pdlim7",0,0.443658481144582,0.841,0.501,0,"0","Pdlim7"
"AC124561.1",0,0.443613850470608,0.543,0.241,0,"0","AC124561.1"
"Ildr2",0,0.443024247058336,0.692,0.325,0,"0","Ildr2"
"Icam5",0,0.442821084889753,0.746,0.394,0,"0","Icam5"
"Rfx3",0,0.44200210877234,0.498,0.234,0,"0","Rfx3"
"Gm20063",0,0.440899448884197,0.319,0.084,0,"0","Gm20063"
"Pdk1",0,0.437978880600995,0.565,0.238,0,"0","Pdk1"
"Pitpnm2",0,0.435687621289782,0.608,0.304,0,"0","Pitpnm2"
"Ptprs",0,0.435104741364687,0.967,0.701,0,"0","Ptprs"
"Chn1",0,0.4344227845229,0.951,0.665,0,"0","Chn1"
"Smoc2",0,0.434030963116268,0.212,0.021,0,"0","Smoc2"
"Cabp1",0,0.431107513381498,0.512,0.224,0,"0","Cabp1"
"Grin2b",0,0.42618285034531,0.975,0.726,0,"0","Grin2b"
"Pacsin1",0,0.42455521437024,0.894,0.579,0,"0","Pacsin1"
"Sidt1",0,0.423128309080118,0.632,0.291,0,"0","Sidt1"
"Rnf112",0,0.423003311542807,0.81,0.488,0,"0","Rnf112"
"Tmem132d",0,0.420340354457113,0.603,0.301,0,"0","Tmem132d"
"Actn1",0,0.419841342215054,0.645,0.322,0,"0","Actn1"
"Palmd",0,0.41869094666221,0.288,0.05,0,"0","Palmd"
"Slc24a4",0,0.41773701491249,0.49,0.195,0,"0","Slc24a4"
"Syt7",0,0.417736314384847,0.679,0.355,0,"0","Syt7"
"Prkcg",0,0.417577259862671,0.582,0.317,0,"0","Prkcg"
"Cpeb1",0,0.415989815047762,0.669,0.337,0,"0","Cpeb1"
"Pak6",0,0.414642155543892,0.431,0.164,0,"0","Pak6"
"Pdp1",0,0.414018739745888,0.482,0.202,0,"0","Pdp1"
"Ralyl",0,0.413655886217898,0.823,0.457,0,"0","Ralyl"
"Tmem108",0,0.413286304853508,0.609,0.253,0,"0","Tmem108"
"Olfm1",0,0.412559655211946,0.897,0.57,0,"0","Olfm1"
"Gpr22",0,0.412261939902331,0.532,0.237,0,"0","Gpr22"
"Hecw1",0,0.410865866785714,0.711,0.392,0,"0","Hecw1"
"Il1rapl1",0,0.410542489536071,0.731,0.413,0,"0","Il1rapl1"
"Kcnj9",0,0.410477295380724,0.605,0.284,0,"0","Kcnj9"
"Pkig",0,0.410405799656396,0.681,0.355,0,"0","Pkig"
"Dpp10",0,0.409741721239451,0.574,0.274,0,"0","Dpp10"
"Shank2",0,0.409515467861192,0.538,0.236,0,"0","Shank2"
"Mfsd4a",0,0.408749633750472,0.593,0.266,0,"0","Mfsd4a"
"Kcnh4",0,0.408389799230058,0.453,0.171,0,"0","Kcnh4"
"Dgkz",0,0.407663908012656,0.695,0.382,0,"0","Dgkz"
"Ankrd33b",0,0.40713275526018,0.652,0.348,0,"0","Ankrd33b"
"Nov",0,0.406108658387234,0.311,0.071,0,"0","Nov"
"Itga8",0,0.405476774092185,0.294,0.063,0,"0","Itga8"
"Ptprk",0,0.40398603971709,0.73,0.327,0,"0","Ptprk"
"Pcsk2",0,0.402345641495375,0.88,0.58,0,"0","Pcsk2"
"Cntn4",0,0.40036758598253,0.764,0.468,0,"0","Cntn4"
"Fam19a2",0,0.399005448037903,0.339,0.132,0,"0","Fam19a2"
"Hdac9",0,0.398919318415526,0.497,0.211,0,"0","Hdac9"
"Rilpl1",0,0.397989078135365,0.385,0.126,0,"0","Rilpl1"
"Dmtn",0,0.395935722432566,0.699,0.392,0,"0","Dmtn"
"Add2",0,0.393936947250352,0.825,0.505,0,"0","Add2"
"Bsn",0,0.393744811663186,0.731,0.418,0,"0","Bsn"
"Slc9a9",0,0.392990863264998,0.546,0.205,0,"0","Slc9a9"
"A230006K03Rik",0,0.390472626206221,0.641,0.318,0,"0","A230006K03Rik"
"Mical2",0,0.390294592535522,0.776,0.421,0,"0","Mical2"
"Lrrc7",0,0.390277703887629,0.96,0.649,0,"0","Lrrc7"
"Mblac2",0,0.389214075380344,0.618,0.312,0,"0","Mblac2"
"Prickle2",0,0.389148755093316,0.698,0.394,0,"0","Prickle2"
"Kcnh7",0,0.38846874955598,0.825,0.47,0,"0","Kcnh7"
"Grm1",0,0.387697935839241,0.526,0.224,0,"0","Grm1"
"Abr",0,0.387330207966675,0.765,0.441,0,"0","Abr"
"Unc13a",0,0.387080174692123,0.767,0.462,0,"0","Unc13a"
"Slc16a2",0,0.386888016008203,0.418,0.142,0,"0","Slc16a2"
"Nvl",0,0.384812114987869,0.832,0.541,0,"0","Nvl"
"Ndst3",0,0.384184701074296,0.411,0.16,0,"0","Ndst3"
"Fhl2",0,0.38209878860508,0.407,0.156,0,"0","Fhl2"
"Rps6ka2",0,0.38055023480761,0.403,0.149,0,"0","Rps6ka2"
"Ly6h",0,0.379689868582125,0.893,0.616,0,"0","Ly6h"
"Nlgn1",0,0.379394533015345,0.798,0.468,0,"0","Nlgn1"
"Greb1l",0,0.377677802963961,0.313,0.08,0,"0","Greb1l"
"Exd2",0,0.377463374988788,0.614,0.314,0,"0","Exd2"
"Fcho1",0,0.377378113372849,0.583,0.299,0,"0","Fcho1"
"Cdh22",0,0.375212727607278,0.372,0.125,0,"0","Cdh22"
"Pdzrn4",0,0.373102985358612,0.445,0.188,0,"0","Pdzrn4"
"Gm10419",0,0.372769667659181,0.62,0.335,0,"0","Gm10419"
"Cpne4",0,0.372266632978392,0.374,0.134,0,"0","Cpne4"
"Etnk2",0,0.371263778175,0.241,0.054,0,"0","Etnk2"
"Mei1",0,0.370237941006002,0.277,0.086,0,"0","Mei1"
"Adgrb1",0,0.370173337255044,0.836,0.556,0,"0","Adgrb1"
"Snap25",0,0.3694963233443,0.988,0.779,0,"0","Snap25"
"Nav3",0,0.369475124058458,0.842,0.485,0,"0","Nav3"
"Cdc40",0,0.367556074298174,0.708,0.407,0,"0","Cdc40"
"Rnf207",0,0.367095684873143,0.445,0.183,0,"0","Rnf207"
"Mkl2",0,0.366849304564194,0.859,0.548,0,"0","Mkl2"
"Tspoap1",0,0.366281279279673,0.689,0.403,0,"0","Tspoap1"
"Rgl1",0,0.366219748042429,0.523,0.238,0,"0","Rgl1"
"Rtn4rl1",0,0.365925241018637,0.388,0.14,0,"0","Rtn4rl1"
"Necab3",0,0.365563215075068,0.448,0.186,0,"0","Necab3"
"Zfp46",0,0.365050611973966,0.423,0.17,0,"0","Zfp46"
"Rspo3",0,0.363444910651181,0.314,0.116,0,"0","Rspo3"
"Spats2l",0,0.363330584556505,0.476,0.221,0,"0","Spats2l"
"Nrgn",0,0.363263597107423,0.744,0.45,0,"0","Nrgn"
"Lingo1",0,0.363191999653865,0.714,0.378,0,"0","Lingo1"
"Kcnq5",0,0.361853787885754,0.799,0.485,0,"0","Kcnq5"
"Ksr2",0,0.361526284943476,0.665,0.371,0,"0","Ksr2"
"Adrb1",0,0.360917986876968,0.444,0.197,0,"0","Adrb1"
"Itga4",0,0.360675886236906,0.242,0.042,0,"0","Itga4"
"Vwa5b2",0,0.359936134137593,0.588,0.293,0,"0","Vwa5b2"
"Rapgef5",0,0.359744319504207,0.672,0.368,0,"0","Rapgef5"
"Baiap2",0,0.359647907789656,0.924,0.549,0,"0","Baiap2"
"Rap2b",0,0.359273527785646,0.521,0.246,0,"0","Rap2b"
"Egfem1",0,0.358372405512437,0.356,0.14,0,"0","Egfem1"
"Robo3",0,0.358095933488556,0.226,0.06,0,"0","Robo3"
"C730002L08Rik",0,0.35800443573366,0.24,0.052,0,"0","C730002L08Rik"
"Fam131a",0,0.35704769268945,0.681,0.379,0,"0","Fam131a"
"Ntrk3",0,0.356455573559186,0.786,0.497,0,"0","Ntrk3"
"Sipa1l1",0,0.35586799782859,0.821,0.509,0,"0","Sipa1l1"
"D430041D05Rik",0,0.354806023938484,0.696,0.416,0,"0","D430041D05Rik"
"Lrrfip1",0,0.353117363634165,0.762,0.46,0,"0","Lrrfip1"
"Smpd4",0,0.352641534102856,0.439,0.192,0,"0","Smpd4"
"Large1",0,0.352634680731095,0.833,0.536,0,"0","Large1"
"Stx1a",0,0.35235256194833,0.607,0.281,0,"0","Stx1a"
"Cadps",0,0.351704089778089,0.798,0.493,0,"0","Cadps"
"Syt16",0,0.350687788916521,0.645,0.344,0,"0","Syt16"
"Rapgefl1",0,0.348124134068747,0.462,0.21,0,"0","Rapgefl1"
"C1ql3",0,0.347482220615241,0.357,0.122,0,"0","C1ql3"
"Evc2",0,0.345653048457969,0.225,0.034,0,"0","Evc2"
"Arfgef3",0,0.345218062586901,0.751,0.461,0,"0","Arfgef3"
"Cacna1e",0,0.345062585040842,0.807,0.508,0,"0","Cacna1e"
"Cdh7",0,0.344531887935339,0.414,0.174,0,"0","Cdh7"
"Chst1",0,0.344499829176866,0.686,0.384,0,"0","Chst1"
"Gm20754",0,0.343022876574654,0.396,0.152,0,"0","Gm20754"
"Cnrip1",0,0.343020976907823,0.7,0.409,0,"0","Cnrip1"
"Trim46",0,0.342927837451334,0.702,0.404,0,"0","Trim46"
"Iqsec2",0,0.341587220018864,0.542,0.27,0,"0","Iqsec2"
"Ccbe1",0,0.341399269793011,0.196,0.025,0,"0","Ccbe1"
"Apba2",0,0.341037459329213,0.797,0.481,0,"0","Apba2"
"Sntb2",0,0.339200188374575,0.51,0.259,0,"0","Sntb2"
"Gm12216",0,0.337687163163415,0.233,0.042,0,"0","Gm12216"
"Nrcam",0,0.337433500919347,0.96,0.709,0,"0","Nrcam"
"Camkk2",0,0.336057515909481,0.76,0.445,0,"0","Camkk2"
"Atrnl1",0,0.335786703414115,0.575,0.297,0,"0","Atrnl1"
"Rbfox2",0,0.335742632209889,0.819,0.526,0,"0","Rbfox2"
"Rapgef4",0,0.335308835650059,0.819,0.52,0,"0","Rapgef4"
"Fam81a",0,0.33400363297356,0.485,0.222,0,"0","Fam81a"
"Col4a1",0,0.333655571024026,0.33,0.115,0,"0","Col4a1"
"Rtn4r",0,0.333164344184936,0.552,0.235,0,"0","Rtn4r"
"Sun1",0,0.33249685650566,0.791,0.502,0,"0","Sun1"
"Mgat5",0,0.332335723079967,0.632,0.319,0,"0","Mgat5"
"Mcf2l",0,0.331400986831125,0.787,0.496,0,"0","Mcf2l"
"Dusp18",0,0.331100062628528,0.277,0.074,0,"0","Dusp18"
"Rbm24",0,0.331016366927313,0.385,0.166,0,"0","Rbm24"
"Acap2",0,0.329326753036321,0.849,0.576,0,"0","Acap2"
"Bdnf",0,0.329250130161757,0.24,0.079,0,"0","Bdnf"
"Tspan13",0,0.328870700621454,0.756,0.462,0,"0","Tspan13"
"Plxnd1",0,0.328427928181867,0.298,0.091,0,"0","Plxnd1"
"Stard8",0,0.328226014759755,0.232,0.036,0,"0","Stard8"
"Wasf1",0,0.327709837554548,0.722,0.429,0,"0","Wasf1"
"B3gat1",0,0.327259079740827,0.605,0.31,0,"0","B3gat1"
"Cfap69",0,0.326711642303897,0.428,0.197,0,"0","Cfap69"
"Slitrk1",0,0.326014055647246,0.627,0.329,0,"0","Slitrk1"
"Wipf3",0,0.325549312073276,0.559,0.284,0,"0","Wipf3"
"Sptan1",0,0.324586217533329,0.908,0.655,0,"0","Sptan1"
"Nectin3",0,0.324462560758334,0.247,0.05,0,"0","Nectin3"
"Hace1",0,0.3243737823092,0.521,0.261,0,"0","Hace1"
"Cacna1c",0,0.323543124861101,0.68,0.388,0,"0","Cacna1c"
"Raph1",0,0.322465897098771,0.689,0.392,0,"0","Raph1"
"Rbfox3",0,0.321155077028499,0.77,0.466,0,"0","Rbfox3"
"Nrg3",0,0.320903157033683,0.582,0.306,0,"0","Nrg3"
"Ablim2",0,0.320246948238549,0.796,0.493,0,"0","Ablim2"
"Prkg2",0,0.319185266237272,0.257,0.053,0,"0","Prkg2"
"Auts2",0,0.318831953897904,0.88,0.611,0,"0","Auts2"
"Rasgef1b",0,0.316267310992671,0.582,0.304,0,"0","Rasgef1b"
"Cacnb3",0,0.315409637614432,0.439,0.198,0,"0","Cacnb3"
"Ptk2b",0,0.314386185619598,0.601,0.312,0,"0","Ptk2b"
"Celf5",0,0.313670378062127,0.778,0.476,0,"0","Celf5"
"Nlk",0,0.30985531507139,0.559,0.295,0,"0","Nlk"
"Meg3",0,0.309735592729871,1,0.902,0,"0","Meg3"
"Homer2",0,0.309630671347536,0.382,0.144,0,"0","Homer2"
"Cadm2",0,0.306859485697402,0.973,0.822,0,"0","Cadm2"
"Gm27032",0,0.306340345146786,0.839,0.54,0,"0","Gm27032"
"Bmp1",0,0.301251160723388,0.406,0.16,0,"0","Bmp1"
"Jpt1",0,0.300442919963946,0.425,0.189,0,"0","Jpt1"
"Gsg1l",0,0.296013390575635,0.352,0.144,0,"0","Gsg1l"
"Pkib",0,0.292659355332901,0.207,0.061,0,"0","Pkib"
"Nrp2",0,0.285698731238712,0.348,0.14,0,"0","Nrp2"
"Col4a2",0,0.285555734586297,0.311,0.121,0,"0","Col4a2"
"Ltk",0,0.279090416086515,0.279,0.098,0,"0","Ltk"
"Zfp697",0,0.278007101604501,0.273,0.088,0,"0","Zfp697"
"Stum",0,0.276739341594761,0.291,0.102,0,"0","Stum"
"Gm46123",0,0.27470454889955,0.223,0.058,0,"0","Gm46123"
"Exph5",0,0.271957731058822,0.261,0.087,0,"0","Exph5"
"Otof",0,0.271885843430688,0.217,0.053,0,"0","Otof"
"Calb1",0,0.270963835104799,0.352,0.135,0,"0","Calb1"
"Cerkl",0,0.270175188892232,0.187,0.033,0,"0","Cerkl"
"Npy1r",0,0.269788749384939,0.292,0.108,0,"0","Npy1r"
"Pparg",0,0.26023534293833,0.225,0.062,0,"0","Pparg"
"Clec18a",0,0.258598041119292,0.139,0.017,0,"0","Clec18a"
"Qrfpr",0,0.258535316932016,0.131,0.014,0,"0","Qrfpr"
"Rras2",0,0.257499714068571,0.231,0.066,0,"0","Rras2"
"Phactr2",0,0.255431082383754,0.221,0.055,0,"0","Phactr2"
"Glra3",0,0.253635808269566,0.225,0.066,0,"0","Glra3"
"Slc32a1",0,-0.827499184728501,0.041,0.277,0,"0","Slc32a1"
"Spock3",0,-0.914057164940983,0.217,0.437,0,"0","Spock3"
"Gad1",0,-0.950862945583216,0.063,0.304,0,"0","Gad1"
"Cd81",0,-1.04166998092888,0.477,0.638,0,"0","Cd81"
"Scd2",0,-1.16880477611279,0.501,0.637,0,"0","Scd2"
"Qk",0,-1.20354291693381,0.177,0.398,0,"0","Qk"
"Slc6a1",0,-1.27503946149571,0.062,0.403,0,"0","Slc6a1"
"Glul",0,-1.46407111886413,0.137,0.367,0,"0","Glul"
"Cyp4x1",6.54001477768609e-308,0.302738434851438,0.348,0.145,2.03087078891486e-303,"0","Cyp4x1"
"Lin7b",9.57657573691242e-308,0.316778442048589,0.569,0.304,2.97381406358341e-303,"0","Lin7b"
"Cpne9",2.62380837429094e-307,0.309213841520639,0.313,0.123,8.14771214468565e-303,"0","Cpne9"
"Ptprt",8.42138615786806e-307,0.277270232265423,0.61,0.322,2.61509304360277e-302,"0","Ptprt"
"Gabrb3",2.43265612200312e-305,0.294158123945971,0.914,0.632,7.5541270556563e-301,"0","Gabrb3"
"Gad2",1.94879042805862e-304,-0.734968105241038,0.063,0.273,6.05157891625043e-300,"0","Gad2"
"Arhgef25",3.26536400995281e-304,0.318058996967246,0.526,0.272,1.01399348601065e-299,"0","Arhgef25"
"Lzts1",1.46945254371735e-302,0.307724095309423,0.54,0.28,4.56309098400549e-298,"0","Lzts1"
"Prmt8",1.52342833379432e-302,0.291024486446878,0.364,0.157,4.7307020049315e-298,"0","Prmt8"
"Mir124a-1hg",2.38034028450371e-302,0.293080682779912,0.973,0.696,7.39167068546938e-298,"0","Mir124a-1hg"
"App",3.93948696949767e-301,-0.455100468902604,0.969,0.918,1.22332888863811e-296,"0","App"
"Bhlhe40",1.93830382245169e-298,0.316641755442795,0.411,0.188,6.01901485985923e-294,"0","Bhlhe40"
"Sez6l",2.42094396332894e-297,0.263496008005251,0.553,0.286,7.51775728932537e-293,"0","Sez6l"
"Dgki",2.52237116078423e-296,0.277795422766213,0.807,0.518,7.83271916558326e-292,"0","Dgki"
"Slc39a10",8.64166084266616e-296,0.34473805993073,0.751,0.481,2.68349494147312e-291,"0","Slc39a10"
"Aifm3",6.02460429422017e-292,0.286476696714866,0.565,0.298,1.87082037148419e-287,"0","Aifm3"
"Snhg11",4.47172397245338e-291,0.329635525414749,1,0.846,1.38860444516595e-286,"0","Snhg11"
"2010111I01Rik",1.05364315918002e-290,0.278057682684697,0.832,0.553,3.27187810220171e-286,"0","2010111I01Rik"
"Grm7",1.13809784986312e-290,0.272970752062284,0.83,0.52,3.53413525317994e-286,"0","Grm7"
"Sobp",2.18391870851275e-290,0.281636523705614,0.431,0.205,6.78172276554464e-286,"0","Sobp"
"Cttnbp2",2.93320544035188e-290,0.284889556383547,0.951,0.732,9.10848285392468e-286,"0","Cttnbp2"
"Gpr26",7.70041322939734e-290,0.283123601816367,0.458,0.222,2.39120932012476e-285,"0","Gpr26"
"Plppr2",2.2128867859413e-288,0.291070506788345,0.58,0.316,6.87167733638352e-284,"0","Plppr2"
"Tub",9.81916417882627e-285,0.296071722125456,0.585,0.324,3.04914505245092e-280,"0","Tub"
"Psap",1.82632830612277e-284,-0.438959835990483,0.849,0.843,5.67129728900305e-280,"0","Psap"
"Cadm3",2.32075281102249e-284,0.305173026390454,0.736,0.458,7.20663370406813e-280,"0","Cadm3"
"Mapk11",1.85643738740707e-282,0.292769902345879,0.401,0.186,5.76479501911517e-278,"0","Mapk11"
"Bcl11a",3.13929188200922e-282,0.32474700087191,0.704,0.434,9.74844308120322e-278,"0","Bcl11a"
"Tbc1d1",4.26096891376127e-282,0.281167603223209,0.334,0.142,1.32315867679029e-277,"0","Tbc1d1"
"Btbd10",4.8245878500918e-282,0.302125674930595,0.601,0.344,1.49817926508901e-277,"0","Btbd10"
"Cux1",1.54607656791075e-280,0.285943431381252,0.524,0.275,4.80103156633325e-276,"0","Cux1"
"Hook1",6.9685664066986e-279,0.305877102168324,0.701,0.43,2.16394892627211e-274,"0","Hook1"
"Foxp2",1.4012806653973e-278,-0.758455531003973,0.019,0.202,4.35139685025825e-274,"0","Foxp2"
"Ppfibp1",1.9526620183393e-278,0.257842729683839,0.27,0.102,6.06360136554902e-274,"0","Ppfibp1"
"Crispld1",5.23025372665967e-277,0.251276577751932,0.221,0.074,1.62415068973963e-272,"0","Crispld1"
"Psd3",6.53335413430752e-277,0.318186337467675,0.778,0.502,2.02880245932651e-272,"0","Psd3"
"Rims1",1.38894871750244e-276,0.297538504788567,0.799,0.512,4.31310245246033e-272,"0","Rims1"
"Kcnh3",1.06046949178428e-275,0.27279548858656,0.371,0.168,3.29307591283772e-271,"0","Kcnh3"
"Ablim1",1.28287337811433e-275,0.297150361602093,0.57,0.317,3.98370670105844e-271,"0","Ablim1"
"Cyp46a1",2.67864874579585e-275,0.289996333243246,0.712,0.431,8.31800795031985e-271,"0","Cyp46a1"
"Lmo4",8.01828009166163e-275,0.39152244065979,0.545,0.308,2.48991651686368e-270,"0","Lmo4"
"Dnm3",1.00520751291741e-274,-0.717051695405357,0.472,0.608,3.12147088986244e-270,"0","Dnm3"
"Fam212b",1.2072531649814e-274,0.283331736811778,0.529,0.279,3.74888325321676e-270,"0","Fam212b"
"March1",1.46744605510486e-273,0.267677507119769,0.671,0.392,4.55686023491712e-269,"0","March1"
"Creg2",2.63791343392811e-273,0.260635471073733,0.443,0.217,8.19151258637697e-269,"0","Creg2"
"Gjc3",4.55291812550684e-273,-1.42599051127974,0.026,0.206,1.41381766551364e-268,"0","Gjc3"
"Cap2",4.371493074053e-272,0.323051383864927,0.715,0.449,1.35747974428568e-267,"0","Cap2"
