"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Syn1",2.52423828654837e-89,-0.284403271035935,0.086,0.274,7.83851715121867e-85,"5","Syn1"
"Slc7a4.2",3.40416737840815e-89,-0.31250140657434,0.066,0.24,1.05709609601708e-84,"5","Slc7a4"
"Polb",4.21186656575798e-89,-0.292116260125385,0.19,0.418,1.30791092466483e-84,"5","Polb"
"Mlip.3",5.02360404886482e-89,-0.341837781929407,0.034,0.19,1.55997976529399e-84,"5","Mlip"
"Pip5k1c.2",5.17592548151806e-89,-0.30786700985513,0.111,0.306,1.6072801397758e-84,"5","Pip5k1c"
"Lsm7.1",5.58095994374022e-89,-0.282097188324093,0.237,0.482,1.73305549132965e-84,"5","Lsm7"
"Retreg2",6.41657966160654e-89,-0.287668574604339,0.2,0.434,1.99254048231868e-84,"5","Retreg2"
"Plch2.3",6.84595144392081e-89,-0.340625548461713,0.03,0.183,2.12587330188073e-84,"5","Plch2"
"Ube2o.1",7.69890268853135e-89,-0.295435025238126,0.122,0.322,2.39074025186964e-84,"5","Ube2o"
"Plpbp",7.73666317260961e-89,-0.307654325353736,0.225,0.465,2.40246601499046e-84,"5","Plpbp"
"Esyt2",8.87547103727491e-89,-0.302439804954789,0.218,0.455,2.75610002120498e-84,"5","Esyt2"
"Arid5b.1",9.02393295453459e-89,-0.365192406159217,0.091,0.277,2.80220190037163e-84,"5","Arid5b"
"Slco3a1.1",1.04662422791926e-88,-0.369817423427499,0.037,0.193,3.25008221495767e-84,"5","Slco3a1"
"Plod1.1",1.06529766749593e-88,0.259926037121534,0.174,0.066,3.30806884687512e-84,"5","Plod1"
"Cyp4x1.3",1.07531506848975e-88,-0.326140567861026,0.035,0.189,3.33917588218122e-84,"5","Cyp4x1"
"Rnf169.2",1.55359906912996e-88,-0.300372919646798,0.227,0.468,4.82439118936925e-84,"5","Rnf169"
"Pi4ka.1",2.31222559047568e-88,-0.28844952696607,0.251,0.499,7.18015412610412e-84,"5","Pi4ka"
"Grip1.3",2.38215391613102e-88,-0.431384529716012,0.052,0.214,7.39730255576166e-84,"5","Grip1"
"Arhgap44.2",2.69716009201825e-88,-0.301847564484827,0.059,0.227,8.37549123374428e-84,"5","Arhgap44"
"Dsel.1",1.01996254576498e-87,-0.329823090363638,0.086,0.268,3.16728969336399e-83,"5","Dsel"
"Fhl2.4",1.11946102995657e-87,-0.336748950790702,0.048,0.208,3.47626233632414e-83,"5","Fhl2"
"Hmg20b",1.31541130409148e-87,0.451218472373856,0.239,0.12,4.08474672259527e-83,"5","Hmg20b"
"Phf20l1.2",1.68242284785185e-87,-0.300299104167545,0.558,0.773,5.22442766943434e-83,"5","Phf20l1"
"Hs3st4.2",1.71920385372809e-87,-0.413019619641932,0.028,0.177,5.33864372698183e-83,"5","Hs3st4"
"Ell2.1",1.99616819629108e-87,-0.382693193872186,0.074,0.247,6.1987010999427e-83,"5","Ell2"
"Hs6st2.2",3.49707482095559e-87,-0.359531646658731,0.05,0.21,1.08594664415134e-82,"5","Hs6st2"
"Slc25a25.2",4.14334041434833e-87,-0.298711491349597,0.129,0.33,1.28663149886759e-82,"5","Slc25a25"
"Kcnh3.2",5.14962758767482e-87,-0.324414256328503,0.051,0.212,1.59911385480066e-82,"5","Kcnh3"
"Npdc1.3",5.52693374714294e-87,-0.305894141826167,0.359,0.617,1.7162787365003e-82,"5","Npdc1"
"Phyhip.1",6.9727326713042e-87,-0.299058362477078,0.098,0.286,2.16524267642009e-82,"5","Phyhip"
"Amotl1",8.40644463637816e-87,0.338675574943588,0.123,0.041,2.61045325293451e-82,"5","Amotl1"
"Hmgcs1.1",1.15887618147289e-86,0.61541128806951,0.345,0.22,3.59865820632777e-82,"5","Hmgcs1"
"Rb1.1",1.39991602516439e-86,0.520933211035539,0.335,0.207,4.34715923294299e-82,"5","Rb1"
"Smg1.1",1.73697086107967e-86,-0.297399094574232,0.359,0.622,5.39381561491071e-82,"5","Smg1"
"Pip4k2c.1",2.05732657582438e-86,-0.305077349639402,0.128,0.328,6.38861621590744e-82,"5","Pip4k2c"
"Wdr17.2",2.29693798483392e-86,-0.293086175021259,0.102,0.289,7.13268152430477e-82,"5","Wdr17"
"Ablim3.1",2.89611326043954e-86,-0.327160652975567,0.021,0.165,8.99330050764289e-82,"5","Ablim3"
"3110035E14Rik.3",5.68967191584061e-86,-0.393642816039673,0.054,0.219,1.76681382002598e-81,"5","3110035E14Rik"
"Hectd4.1",6.04110188323678e-86,-0.277922419852432,0.153,0.364,1.87594336780152e-81,"5","Hectd4"
"Slc12a6",6.55936527147507e-86,-0.31597017554158,0.118,0.313,2.03687969775115e-81,"5","Slc12a6"
"Fbxo21.1",7.32767620184876e-86,-0.312608337235468,0.131,0.33,2.2754632909601e-81,"5","Fbxo21"
"Ints6l.1",7.64264544642256e-86,-0.35752443411998,0.154,0.358,2.3732706904776e-81,"5","Ints6l"
"Kcnj3.2",8.30301929965251e-86,-0.305055781416152,0.09,0.272,2.57833658312109e-81,"5","Kcnj3"
"Ddx39b",8.55850168775645e-86,-0.29988633425884,0.256,0.498,2.65767152909901e-81,"5","Ddx39b"
"Wwc1",8.58198864621911e-86,0.470551428590477,0.186,0.083,2.66496493431042e-81,"5","Wwc1"
"Cavin3",1.10734315454681e-85,0.309365165720022,0.118,0.038,3.4386326978142e-81,"5","Cavin3"
"Synj2.2",1.25598259611556e-85,-0.437317670085593,0.038,0.191,3.90020275571764e-81,"5","Synj2"
"Gnb5.2",1.33915764059155e-85,-0.313823544169101,0.117,0.312,4.15848622132894e-81,"5","Gnb5"
"Pgap1",1.61992314090436e-85,-0.33304270173165,0.137,0.336,5.03034732945031e-81,"5","Pgap1"
"Slc4a3.3",2.21947714108124e-85,-0.303035454928352,0.227,0.461,6.89214236619958e-81,"5","Slc4a3"
"Rnps1.1",2.2534770520484e-85,-0.285351868044526,0.099,0.284,6.99772228972589e-81,"5","Rnps1"
"Prrt2.3",2.39907850293515e-85,-0.280963817088891,0.225,0.459,7.44985847516453e-81,"5","Prrt2"
"Vmp1.2",2.85182239416143e-85,-0.395520730896129,0.226,0.452,8.85576408058947e-81,"5","Vmp1"
"Cdh20.5",3.14219065172812e-85,0.342939857541261,0.201,0.088,9.75744463081133e-81,"5","Cdh20"
"Cry2.3",3.76134402498376e-85,0.433556461419815,0.634,0.571,1.16801016007821e-80,"5","Cry2"
"Fgf14.1",4.21944048311803e-85,-0.306492914930971,0.051,0.21,1.31026285322264e-80,"5","Fgf14"
"Lztfl1.1",4.83072359278535e-85,-0.281486974533961,0.178,0.395,1.50008459726763e-80,"5","Lztfl1"
"Zfp941.2",5.32352263734875e-85,-0.291918626183694,0.072,0.244,1.65311348457591e-80,"5","Zfp941"
"Gm30382.2",5.65447899313061e-85,-0.374401982644579,0.035,0.183,1.75588536173685e-80,"5","Gm30382"
"Ntng1.3",5.85004927196655e-85,-0.57339082508439,0.064,0.227,1.81661580042377e-80,"5","Ntng1"
"Arhgef9.2",5.9418565427145e-85,-0.308123600628968,0.32,0.57,1.84512471220913e-80,"5","Arhgef9"
"AC129186.1.5",5.94314042367421e-85,-0.413393106525327,0.03,0.178,1.84552339576355e-80,"5","AC129186.1"
"Pcgf6.1",6.46189233898192e-85,-0.266630895486954,0.137,0.341,2.00661142802406e-80,"5","Pcgf6"
"Fam105a.1",6.7129760038013e-85,-0.402461358325811,0.039,0.192,2.08458043846042e-80,"5","Fam105a"
"Mtmr7.1",6.8931497423591e-85,-0.297063678480745,0.045,0.201,2.14052978949477e-80,"5","Mtmr7"
"Gga2.1",7.35021290948441e-85,-0.297059539497017,0.078,0.251,2.28246161478219e-80,"5","Gga2"
"Zkscan2.1",1.02349138198672e-84,-0.272333245272246,0.091,0.275,3.17824778848335e-80,"5","Zkscan2"
"A830010M20Rik",1.23469744922892e-84,-0.315029242276889,0.144,0.346,3.83410598909056e-80,"5","A830010M20Rik"
"Paqr9.1",1.87579795942242e-84,-0.29768000477758,0.045,0.2,5.82491540339444e-80,"5","Paqr9"
"Nipsnap1",2.14426681788e-84,-0.302820274009911,0.051,0.209,6.65859174956276e-80,"5","Nipsnap1"
"Kctd17.2",2.54041900620823e-84,-0.304926730281674,0.193,0.413,7.88876313997842e-80,"5","Kctd17"
"Sobp.3",4.03424409514576e-84,-0.302423277896773,0.08,0.254,1.25275381886561e-79,"5","Sobp"
"Ift88.1",4.71157882425376e-84,-0.276782184847789,0.094,0.277,1.46308657229552e-79,"5","Ift88"
"Rims3.2",5.84177363911763e-84,-0.34036777248733,0.061,0.224,1.8140459681552e-79,"5","Rims3"
"Dnajc10",6.25742916086975e-84,-0.271974469756503,0.189,0.411,1.94311947732488e-79,"5","Dnajc10"
"Chd3.2",6.29905190080457e-84,-0.29240812096836,0.196,0.417,1.95604458675684e-79,"5","Chd3"
"Atp11b.3",6.58779335639749e-84,-0.322802366642303,0.29,0.53,2.04570747096211e-79,"5","Atp11b"
"March11.1",7.25025449205962e-84,-0.316188506293701,0.033,0.18,2.25142152741927e-79,"5","March11"
"Cbarp.1",8.00868635024449e-84,-0.283500855060328,0.195,0.417,2.48693737234142e-79,"5","Cbarp"
"Gm16894",1.08451703796147e-83,-0.304026494218913,0.041,0.193,3.36775075798176e-79,"5","Gm16894"
"Tle4.5",1.20450307987978e-83,0.47850759551146,0.372,0.24,3.74034341395069e-79,"5","Tle4"
"Stxbp2",1.22123771688213e-83,-0.317429900117416,0.019,0.158,3.79230948223407e-79,"5","Stxbp2"
"Elovl4.1",1.41198395334506e-83,-0.293661252165688,0.102,0.286,4.38463377032243e-79,"5","Elovl4"
"Etnk1.1",1.44144464064027e-83,-0.302524829966619,0.447,0.691,4.47611804258023e-79,"5","Etnk1"
"Hsd17b11",1.54428641130453e-83,0.366071522602362,0.157,0.062,4.79547259302395e-79,"5","Hsd17b11"
"Ints7",1.55226971893889e-83,-0.288841452965555,0.092,0.272,4.82026315822094e-79,"5","Ints7"
"Cyp46a1.4",1.90403619383172e-83,-0.296758584267475,0.254,0.493,5.91260359270564e-79,"5","Cyp46a1"
"Golga4",1.91088180377963e-83,-0.279290257165557,0.22,0.454,5.93386126527689e-79,"5","Golga4"
"Gnal.5",2.30253039436567e-83,-0.364551833588153,0.084,0.257,7.15004763362372e-79,"5","Gnal"
"Slc6a15.1",2.70634104557784e-83,-0.295940957580313,0.033,0.18,8.40400084883288e-79,"5","Slc6a15"
"Smpd4.2",2.98712775300557e-83,-0.289218197938292,0.074,0.244,9.2759278114082e-79,"5","Smpd4"
"Ywhah.1",3.58811633894528e-83,-0.31663170257334,0.259,0.499,1.11421776673268e-78,"5","Ywhah"
"Asic1.1",3.69392895300479e-83,-0.311825947840258,0.053,0.212,1.14707575777658e-78,"5","Asic1"
"Nkain3.4",4.0573599991929e-83,-0.44711130235847,0.036,0.184,1.25993200054937e-78,"5","Nkain3"
"Tspan5.1",6.30147663891654e-83,-0.285992044195329,0.249,0.488,1.95679754068275e-78,"5","Tspan5"
"1110008P14Rik.4",8.02336684491583e-83,-0.327302650493827,0.094,0.273,2.49149610635171e-78,"5","1110008P14Rik"
"Slc24a3.4",8.10409623764451e-83,-0.389520586641422,0.075,0.244,2.51656500467575e-78,"5","Slc24a3"
"Kif17.2",8.66693204634342e-83,-0.298974683748576,0.05,0.206,2.69134240835102e-78,"5","Kif17"
"Cdk14.4",1.04360270684831e-82,-0.335206719529533,0.183,0.39,3.24069948557606e-78,"5","Cdk14"
"Ttc19.2",1.16683818968124e-82,-0.282969365749326,0.339,0.592,3.62338263041717e-78,"5","Ttc19"
"Exoc6b.2",1.30854721707645e-82,-0.368357831937965,0.222,0.445,4.0634316731875e-78,"5","Exoc6b"
"Psap.1",1.62627981054228e-82,0.307278207115369,0.855,0.843,5.05008669567695e-78,"5","Psap"
"5730522E02Rik.2",1.82060578399958e-82,-0.293439408314153,0.027,0.169,5.65352714105391e-78,"5","5730522E02Rik"
"Crtac1.2",2.13367817946226e-82,-0.409967270178768,0.047,0.2,6.62571085068415e-78,"5","Crtac1"
"Zdhhc2.1",2.87726978890743e-82,-0.32575650828805,0.056,0.214,8.93478587549425e-78,"5","Zdhhc2"
"Slc8a3.1",3.29941821654794e-82,-0.328353162585171,0.033,0.179,1.02456833878463e-77,"5","Slc8a3"
"Prkacb",3.39237904814379e-82,-0.297713409021201,0.264,0.498,1.05343546582009e-77,"5","Prkacb"
"Lrrn2.1",3.48776891641952e-82,-0.285081335250752,0.107,0.293,1.08305688161575e-77,"5","Lrrn2"
"Clip1.1",4.32647070505862e-82,-0.271604623076457,0.172,0.386,1.34349894804185e-77,"5","Clip1"
"Arhgef25.4",4.47461940134087e-82,-0.308508117931229,0.133,0.327,1.38950356269838e-77,"5","Arhgef25"
"Spats2l.3",4.97654156754362e-82,-0.314388974775685,0.096,0.275,1.54536545296932e-77,"5","Spats2l"
"Gm42067",5.40901685679308e-82,0.495239039455,0.204,0.099,1.67966200453995e-77,"5","Gm42067"
"Olfm2.3",6.53963151136121e-82,-0.34255834863594,0.108,0.291,2.030751773223e-77,"5","Olfm2"
"Sh3d19.4",8.46159799005616e-82,-0.543701361572981,0.054,0.208,2.62758002385214e-77,"5","Sh3d19"
"Ubr3",8.76288432060002e-82,-0.270968006370233,0.189,0.407,2.72113846807592e-77,"5","Ubr3"
"Zfp955a.2",1.02415364415895e-81,-0.272976297699035,0.055,0.212,3.18030431120678e-77,"5","Zfp955a"
"Focad.2",2.03120442720953e-81,-0.29196801132266,0.097,0.274,6.30749910781376e-77,"5","Focad"
"Rasgrf2.3",2.14996235462458e-81,-0.341428561161682,0.044,0.196,6.67627809981571e-77,"5","Rasgrf2"
"Lztr1.1",2.25324142488842e-81,-0.282786825715959,0.288,0.531,6.99699059670602e-77,"5","Lztr1"
"Epha3.2",2.26659494698935e-81,-0.378730193215637,0.037,0.184,7.03845728888602e-77,"5","Epha3"
"Uggt2.2",2.72857636408771e-81,-0.271252325439213,0.148,0.348,8.47304818340156e-77,"5","Uggt2"
"Maged1.1",2.8725499447263e-81,-0.292140062152003,0.217,0.441,8.92012934335856e-77,"5","Maged1"
"Kcnh5.3",3.22894673462481e-81,-0.392285415756576,0.054,0.209,1.00268482950304e-76,"5","Kcnh5"
"Egr1.3",3.43388488131059e-81,-0.457962149549522,0.132,0.316,1.06632427219338e-76,"5","Egr1"
"Ppp1r16b.4",3.9714899009394e-81,-0.52226505878276,0.106,0.28,1.23326675893871e-76,"5","Ppp1r16b"
"Hsdl2",4.78731653329791e-81,0.316458468411928,0.114,0.038,1.486605403085e-76,"5","Hsdl2"
"Pnkp.1",4.93992704504538e-81,-0.268404517528995,0.122,0.314,1.53399554529794e-76,"5","Pnkp"
"Hacd3.1",7.24708669119428e-81,0.467639037236898,0.587,0.537,2.25043783021656e-76,"5","Hacd3"
"Lrp10",1.08970827323533e-80,0.413535175445309,0.198,0.092,3.38387110087766e-76,"5","Lrp10"
"Idi1",1.09382518704213e-80,0.453433597476992,0.199,0.094,3.39665535332194e-76,"5","Idi1"
"Gabra3.1",1.1870407742562e-80,-0.293403642364256,0.046,0.198,3.68611771629778e-76,"5","Gabra3"
"Nell1.4",1.38567322683613e-80,-0.373351046346262,0.034,0.179,4.30293107129422e-76,"5","Nell1"
"Rtn3.1",1.53291378517145e-80,-0.271618927244852,0.684,0.859,4.76015717709289e-76,"5","Rtn3"
"Csf2ra.1",1.59240371672558e-80,-0.28399559935137,0.156,0.36,4.94489126154795e-76,"5","Csf2ra"
"Dbi.5",1.66250370163695e-80,0.357743083527839,0.237,0.115,5.16257274469322e-76,"5","Dbi"
"Apbb1",1.95791502418597e-80,-0.282243763644919,0.106,0.292,6.07991352460468e-76,"5","Apbb1"
"Mpped2.2",3.67066533979468e-80,-0.324695361586163,0.22,0.439,1.13985170796644e-75,"5","Mpped2"
"Usp20",3.90884160728582e-80,-0.255607050927131,0.119,0.312,1.21381258431047e-75,"5","Usp20"
"Thsd7b.5",4.21095687919656e-80,-0.514512011936853,0.026,0.164,1.30762843969691e-75,"5","Thsd7b"
"Por",5.36949116195461e-80,0.544028226277181,0.298,0.18,1.66738809052176e-75,"5","Por"
"Ythdc2",6.22640326572233e-80,-0.270916438465796,0.146,0.346,1.93348500610475e-75,"5","Ythdc2"
"Pnmal1",7.03699660210793e-80,-0.27077108778781,0.097,0.274,2.18519855485257e-75,"5","Pnmal1"
"Cep295",7.04886159254338e-80,-0.26582159953983,0.163,0.368,2.1888829903325e-75,"5","Cep295"
"Ptpro.3",7.17649098484566e-80,-0.430742319199185,0.032,0.172,2.22851574552412e-75,"5","Ptpro"
"Ncan.1",7.52811574107374e-80,0.585019139485805,0.39,0.281,2.33770578107563e-75,"5","Ncan"
"Arf3",7.71230977730599e-80,-0.268886965514631,0.148,0.349,2.39490355514683e-75,"5","Arf3"
"Zfp612",1.03026240933266e-79,-0.266577764068899,0.136,0.333,3.19927385970072e-75,"5","Zfp612"
"Dnajc3.1",1.18599580942924e-79,0.51279620663666,0.405,0.288,3.68287278702061e-75,"5","Dnajc3"
"Ildr2.4",1.99309963940707e-79,-0.289616941704815,0.188,0.4,6.18917231025079e-75,"5","Ildr2"
"Ptpn1.1",2.12438329219153e-79,-0.258986588393826,0.206,0.428,6.59684743724237e-75,"5","Ptpn1"
"Tubb3",2.21406547523732e-79,-0.282109143580134,0.13,0.322,6.87533752025445e-75,"5","Tubb3"
"Papd4",2.32750566483758e-79,-0.257587085454984,0.179,0.394,7.22760334102013e-75,"5","Papd4"
"Nipal2.2",2.40024285287366e-79,-0.297672807973641,0.042,0.191,7.45347413102858e-75,"5","Nipal2"
"Sox8.3",2.5245318782065e-79,0.397646283080549,0.375,0.233,7.83942884139464e-75,"5","Sox8"
"Chchd6.1",2.60443506170172e-79,-0.270691657741356,0.082,0.251,8.08755219710235e-75,"5","Chchd6"
"Kctd5",3.08748647249384e-79,0.469281064825183,0.219,0.111,9.58757174303511e-75,"5","Kctd5"
"Nedd4l.2",3.19144520530074e-79,-0.291588729889788,0.292,0.528,9.91039479602038e-75,"5","Nedd4l"
"Arpc1a.1",4.38925127430938e-79,-0.288185284772013,0.232,0.46,1.36299419821129e-74,"5","Arpc1a"
"Zfp804a.1",4.50834627415422e-79,-0.365278326469572,0.033,0.175,1.39997676851311e-74,"5","Zfp804a"
"Kcnq3.1",5.15051688509591e-79,-0.30923355390474,0.172,0.375,1.59939000832883e-74,"5","Kcnq3"
"Mtcl1.2",5.74187416005946e-79,-0.29356786881797,0.104,0.282,1.78302418292326e-74,"5","Mtcl1"
"Usp4.1",5.87390346153111e-79,-0.258541707209352,0.186,0.399,1.82402324190926e-74,"5","Usp4"
"Atp6v0e",6.51843049523558e-79,0.515994949482635,0.364,0.246,2.02416822168551e-74,"5","Atp6v0e"
"Appl1",1.12573461455767e-78,-0.25180334636834,0.218,0.444,3.49574369858594e-74,"5","Appl1"
"Nexmif.1",1.22875835100362e-78,-0.286897417233278,0.069,0.232,3.81566330737153e-74,"5","Nexmif"
"Trim3.2",1.26787040027065e-78,-0.305282965173934,0.143,0.338,3.93711795396044e-74,"5","Trim3"
"Dlgap3.1",1.31593361590951e-78,-0.273645997988548,0.059,0.215,4.08636865748381e-74,"5","Dlgap3"
"Cnr1.5",1.57272637301014e-78,-0.666051622693002,0.189,0.383,4.88378720610838e-74,"5","Cnr1"
"Sec14l1.2",1.64839685819692e-78,-0.298165796350482,0.197,0.408,5.1187667637589e-74,"5","Sec14l1"
"Cdkl1.2",2.27626369108439e-78,-0.285753180794399,0.025,0.16,7.06848163992434e-74,"5","Cdkl1"
"Vipr1.2",2.84656250392933e-78,-0.288932305376772,0.032,0.172,8.83943054345174e-74,"5","Vipr1"
"Cpne7.4",3.2346363260683e-78,-0.507465205414803,0.025,0.161,1.00445161833399e-73,"5","Cpne7"
"Pgrmc1",3.73292520098428e-78,-0.292505458968422,0.203,0.417,1.15918526266165e-73,"5","Pgrmc1"
"Lonrf2.1",4.47455253908193e-78,-0.251280704195344,0.088,0.26,1.38948279996111e-73,"5","Lonrf2"
"Cpne4.4",4.59321762415737e-78,-0.394195946924255,0.04,0.183,1.42633186882959e-73,"5","Cpne4"
"Cplx2.5",4.61301685119821e-78,-0.323485518781002,0.157,0.352,1.43248012280258e-73,"5","Cplx2"
"Zfp445",4.68825147619447e-78,-0.287136858605646,0.363,0.611,1.45584273090267e-73,"5","Zfp445"
"Acot7",4.89140269691582e-78,-0.279506199045353,0.083,0.252,1.51892727947327e-73,"5","Acot7"
"Cd34.5",5.34926261745899e-78,-0.35113848842803,0.036,0.179,1.66110652059954e-73,"5","Cd34"
"Myo16.3",5.44168132383377e-78,-0.34030974926599,0.047,0.194,1.6898053014901e-73,"5","Myo16"
"Ilk",6.31948110005346e-78,0.435022044038007,0.222,0.111,1.9623884659996e-73,"5","Ilk"
"Atp6ap2.2",7.89765265553891e-78,-0.311932782717482,0.292,0.524,2.4524580791245e-73,"5","Atp6ap2"
"Hdx",1.07057671433317e-77,-0.274753814273289,0.039,0.185,3.3244618710188e-73,"5","Hdx"
"Mthfr.2",1.1095662453711e-77,-0.273478096546386,0.042,0.187,3.44553606175089e-73,"5","Mthfr"
"Trpm2.1",1.51762212422381e-77,-0.28282512540158,0.031,0.17,4.71267198235221e-73,"5","Trpm2"
"Arfgap1.1",1.71682817030081e-77,-0.253108718454054,0.249,0.481,5.3312665172351e-73,"5","Arfgap1"
"Pde1b.5",1.90496521298331e-77,-0.401229279923178,0.074,0.234,5.91548847587707e-73,"5","Pde1b"
"A630072M18Rik",2.00848606312268e-77,0.410348357743198,0.172,0.076,6.23695177181487e-73,"5","A630072M18Rik"
"Dgat2.1",2.14443605609059e-77,-0.296079542149763,0.061,0.217,6.65911728497811e-73,"5","Dgat2"
"Nipal3",2.18904982455177e-77,-0.30365061689581,0.053,0.204,6.7976564201806e-73,"5","Nipal3"
"Grhl1",2.41695880709168e-77,0.39320041363701,0.152,0.063,7.50538218366181e-73,"5","Grhl1"
"2610035D17Rik.4",2.48931060581043e-77,0.461435268949089,0.324,0.197,7.73005622422314e-73,"5","2610035D17Rik"
"Sergef.1",2.52299579283652e-77,-0.258302076101366,0.074,0.238,7.83465883549523e-73,"5","Sergef"
"Rnf144b.2",2.65108802682105e-77,-0.369042537994381,0.038,0.178,8.2324236496874e-73,"5","Rnf144b"
"Emc10.1",3.32713677004344e-77,-0.280379702190328,0.282,0.521,1.03317578120159e-72,"5","Emc10"
"Slc9a7.1",3.5863387511639e-77,-0.257194511802292,0.061,0.219,1.11366577239893e-72,"5","Slc9a7"
"Arc.4",3.94478758939197e-77,-0.539794491357494,0.073,0.229,1.22497489013389e-72,"5","Arc"
"Ache.2",5.16854833387285e-77,-0.328264031030493,0.048,0.195,1.60498931411753e-72,"5","Ache"
"Fam208b",5.18180163092463e-77,-0.269978916034349,0.24,0.468,1.60910486045103e-72,"5","Fam208b"
"Xkr6.2",5.55634301648349e-77,-0.309045347426402,0.087,0.252,1.72541119690862e-72,"5","Xkr6"
"Tppp.2",5.77260280701404e-77,-0.393627716091572,0.059,0.212,1.79256634966207e-72,"5","Tppp"
"Cyp7b1.1",5.95740921258587e-77,0.495490691907976,0.217,0.111,1.84995428278429e-72,"5","Cyp7b1"
"Dip2c.1",6.23162810505991e-77,-0.254113494603094,0.145,0.339,1.93510747546426e-72,"5","Dip2c"
"Syn3.2",9.5263756461607e-77,-0.296935947025648,0.063,0.218,2.95822542940228e-72,"5","Syn3"
"Gls2.1",9.84678636964284e-77,-0.272021515002113,0.029,0.165,3.05772257136519e-72,"5","Gls2"
"Rasal1.1",1.04901868413412e-76,-0.313577554244427,0.033,0.171,3.25751771984169e-72,"5","Rasal1"
"Ankrd13b",1.07193544719853e-76,-0.282368776985922,0.057,0.208,3.32868114418558e-72,"5","Ankrd13b"
"Zfpm2.5",1.33124292976035e-76,0.34694276321871,0.325,0.184,4.13390866978481e-72,"5","Zfpm2"
"Ndrg3.4",1.36075512255042e-76,-0.272423531091798,0.323,0.565,4.22555288205581e-72,"5","Ndrg3"
"Fam19a2.3",1.37091911134515e-76,-0.346020168871114,0.036,0.176,4.2571151164601e-72,"5","Fam19a2"
"Retreg1.3",1.38696585219245e-76,-0.384275657841488,0.104,0.274,4.30694506081321e-72,"5","Retreg1"
"Supt5",1.39174786400936e-76,-0.269053254744524,0.117,0.299,4.32179464210826e-72,"5","Supt5"
"Adam15",1.4146057422599e-76,-0.28051638391093,0.147,0.342,4.39277521143968e-72,"5","Adam15"
"Ank.3",1.44555542649339e-76,-0.282939920507516,0.196,0.408,4.48888326588991e-72,"5","Ank"
"Jpt1.2",1.73607455072543e-76,-0.290252437251319,0.078,0.239,5.39103230236769e-72,"5","Jpt1"
"Neurod2.4",2.34265344491824e-76,-0.282257417719047,0.03,0.168,7.27464174250462e-72,"5","Neurod2"
"C530008M17Rik.2",3.13960553134841e-76,-0.318171291043375,0.052,0.201,9.7494170564962e-72,"5","C530008M17Rik"
"Kcnab2",3.17366677793055e-76,-0.263461644439281,0.048,0.195,9.85518744550775e-72,"5","Kcnab2"
"Rtn4rl1.3",3.3039502866529e-76,-0.3082223855849,0.046,0.191,1.02597568251433e-71,"5","Rtn4rl1"
"Tmem121b.3",8.80125515817881e-76,-0.282784106212416,0.047,0.192,2.73305376426927e-71,"5","Tmem121b"
"Gap43",9.4000447996932e-76,-0.294194720124323,0.086,0.252,2.91899591164873e-71,"5","Gap43"
"Vstm5.1",1.12728159062158e-75,-0.293846193589966,0.029,0.162,3.50054752335719e-71,"5","Vstm5"
"Abi1",1.17287687532106e-75,0.514702040865436,0.387,0.276,3.64213456093448e-71,"5","Abi1"
"Ifrd1",2.30181728795533e-75,0.501242947403906,0.456,0.358,7.1478332242877e-71,"5","Ifrd1"
"Bcas2",2.37636837580251e-75,-0.274568786693243,0.144,0.336,7.37933671737954e-71,"5","Bcas2"
"Shank3.1",2.42163855966818e-75,-0.265907331280167,0.044,0.186,7.51991421933761e-71,"5","Shank3"
"Zdhhc20.5",2.47286765241743e-75,-0.440563740135432,0.34,0.58,7.67899592105185e-71,"5","Zdhhc20"
"2310035C23Rik",2.75023964016658e-75,-0.259752704150559,0.246,0.474,8.54031915460928e-71,"5","2310035C23Rik"
"Pus7",3.0312810129342e-75,-0.259227822758705,0.081,0.246,9.41303692946457e-71,"5","Pus7"
"Chfr.1",3.18679874782983e-75,-0.271906081500107,0.371,0.627,9.89596615163596e-71,"5","Chfr"
"Gtdc1.2",3.73515484474874e-75,-0.298691773327569,0.09,0.255,1.15987763393983e-70,"5","Gtdc1"
"Mocs2",5.23975419087183e-75,0.51875412965614,0.324,0.211,1.62710086889143e-70,"5","Mocs2"
"Man2a1.1",7.61587124493294e-75,-0.283270321429991,0.062,0.215,2.36495649768903e-70,"5","Man2a1"
"Ccnl2",8.87267667305627e-75,0.364900113934931,0.689,0.678,2.75523228728416e-70,"5","Ccnl2"
"Aldh6a1",9.91510583098574e-75,0.427493506393543,0.204,0.1,3.078937813696e-70,"5","Aldh6a1"
"Cacna1i.1",1.04803329307783e-74,-0.283905001683198,0.038,0.177,3.25445778499458e-70,"5","Cacna1i"
"Lrch1.2",1.17875725576688e-74,-0.312257042790743,0.132,0.316,3.6603949063329e-70,"5","Lrch1"
"Cdc7",1.34712049518833e-74,-0.26063889754488,0.024,0.154,4.18321327370833e-70,"5","Cdc7"
"Agap2.1",1.53390528943841e-74,-0.2768482976827,0.049,0.192,4.76323609529308e-70,"5","Agap2"
"Ptpn11.3",1.85097104010346e-74,-0.342398598783272,0.168,0.362,5.74782037083327e-70,"5","Ptpn11"
"Pag1.4",1.85830951592705e-74,0.304722160132576,0.387,0.261,5.77060853980827e-70,"5","Pag1"
